,action,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
217,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,1.0,1.0,"89,71",9.0,1124.0,,313072,,stim,poldrack-single-stim,41.0,s548
218,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,2.0,1.0,"89,71",18.0,190.0,,313267,,stim,poldrack-single-stim,41.0,s548
219,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,3.0,1.0,"89,71",27.0,165.0,,313436,,stim,poldrack-single-stim,41.0,s548
220,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,4.0,1.0,"89,71",36.0,137.0,,313576,,stim,poldrack-single-stim,41.0,s548
221,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,5.0,1.0,"89,71",45.0,380.0,,313959,,stim,poldrack-single-stim,41.0,s548
222,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,6.0,1.0,"89,71",54.0,164.0,,314128,,stim,poldrack-single-stim,41.0,s548
223,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,7.0,1.0,"89,71",63.0,174.0,,314306,,stim,poldrack-single-stim,41.0,s548
224,end_round,0.0,test,columbia_card_task_fmri,9.0,71.0,-95.0,16.0,7.0,1.0,"89,71",63.0,537.0,,314846,7.0,stim,poldrack-single-stim,41.0,s548
226,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,1.0,1.0,"89,71",11.0,1210.0,,318316,,stim,poldrack-single-stim,42.0,s548
227,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,2.0,1.0,"89,71",22.0,186.0,,318505,,stim,poldrack-single-stim,42.0,s548
228,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,3.0,1.0,"89,71",33.0,151.0,,318659,,stim,poldrack-single-stim,42.0,s548
229,draw_card,1.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,4.0,1.0,"89,71",-67.0,150.0,,318812,4.0,stim,poldrack-single-stim,42.0,s548
231,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,2.0,"89,71",16.0,966.0,,322309,,stim,poldrack-single-stim,43.0,s548
232,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,2.0,2.0,"89,71",-59.0,214.0,,322526,2.0,stim,poldrack-single-stim,43.0,s548
234,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,1.0,2.0,"89,71",17.0,595.0,,325585,,stim,poldrack-single-stim,44.0,s548
235,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,2.0,2.0,"89,71",34.0,356.0,,325946,,stim,poldrack-single-stim,44.0,s548
236,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,3.0,2.0,"89,71",51.0,410.0,,326359,,stim,poldrack-single-stim,44.0,s548
237,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,4.0,2.0,"89,71",-29.0,378.0,,326741,4.0,stim,poldrack-single-stim,44.0,s548
240,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,1.0,1.0,"89,71",13.0,1144.0,,341147,,stim,poldrack-single-stim,45.0,s548
241,draw_card,1.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,2.0,1.0,"89,71",-57.0,386.0,,341537,2.0,stim,poldrack-single-stim,45.0,s548
243,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,1.0,1.0,"89,71",15.0,689.0,,344689,,stim,poldrack-single-stim,46.0,s548
244,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,2.0,1.0,"89,71",-65.0,775.0,,345468,2.0,stim,poldrack-single-stim,46.0,s548
246,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,1.0,1.0,"89,71",16.0,757.0,,348688,,stim,poldrack-single-stim,47.0,s548
247,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,6.0,1.0,1.0,"89,71",16.0,272.0,,348966,1.0,stim,poldrack-single-stim,47.0,s548
249,draw_card,0.0,test,columbia_card_task_fmri,21.0,89.0,-55.0,8.0,1.0,2.0,"89,71",21.0,1085.0,,352581,,stim,poldrack-single-stim,48.0,s548
250,end_round,0.0,test,columbia_card_task_fmri,21.0,71.0,-55.0,8.0,1.0,2.0,"89,71",21.0,395.0,,352980,1.0,stim,poldrack-single-stim,48.0,s548
252,draw_card,1.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,1.0,2.0,"89,71",-65.0,2115.0,,357559,1.0,stim,poldrack-single-stim,49.0,s548
254,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,1.0,2.0,"89,71",15.0,845.0,,361071,,stim,poldrack-single-stim,50.0,s548
255,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-60.0,9.0,1.0,2.0,"89,71",15.0,466.0,,361542,1.0,stim,poldrack-single-stim,50.0,s548
257,draw_card,1.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,1.0,1.0,"89,71",-90.0,1169.0,,365107,1.0,stim,poldrack-single-stim,51.0,s548
259,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,1.0,1.0,"89,71",15.0,633.0,,368273,,stim,poldrack-single-stim,52.0,s548
260,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,2.0,1.0,"89,71",-80.0,927.0,,369204,2.0,stim,poldrack-single-stim,52.0,s548
262,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,10.0,1.0,2.0,"89,71",16.0,682.0,,372487,,stim,poldrack-single-stim,53.0,s548
263,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-65.0,10.0,1.0,2.0,"89,71",16.0,340.0,,372832,1.0,stim,poldrack-single-stim,53.0,s548
265,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,1.0,1.0,"89,71",7.0,862.0,,376088,,stim,poldrack-single-stim,54.0,s548
266,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,2.0,1.0,"89,71",14.0,210.0,,376304,,stim,poldrack-single-stim,54.0,s548
267,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,3.0,1.0,"89,71",21.0,158.0,,376465,,stim,poldrack-single-stim,54.0,s548
268,end_round,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,12.0,3.0,1.0,"89,71",21.0,434.0,,376903,3.0,stim,poldrack-single-stim,54.0,s548
270,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,12.0,1.0,2.0,"89,71",14.0,1405.0,,380908,,stim,poldrack-single-stim,55.0,s548
271,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,12.0,1.0,2.0,"89,71",14.0,390.0,,381303,1.0,stim,poldrack-single-stim,55.0,s548
273,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,12.0,1.0,2.0,"89,71",-70.0,1083.0,,384715,1.0,stim,poldrack-single-stim,56.0,s548
275,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,15.0,0.0,3.0,"89,71",0.0,1448.0,,388424,0.0,stim,poldrack-single-stim,57.0,s548
277,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,16.0,1.0,3.0,"89,71",14.0,1046.0,,391935,,stim,poldrack-single-stim,58.0,s548
278,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,16.0,1.0,3.0,"89,71",14.0,469.0,,392409,1.0,stim,poldrack-single-stim,58.0,s548
280,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,3.0,"89,71",16.0,890.0,,396580,,stim,poldrack-single-stim,59.0,s548
281,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,2.0,3.0,"89,71",32.0,840.0,,397424,,stim,poldrack-single-stim,59.0,s548
282,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,3.0,3.0,"89,71",48.0,1465.0,,398894,,stim,poldrack-single-stim,59.0,s548
283,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,16.0,3.0,3.0,"89,71",48.0,552.0,,399451,3.0,stim,poldrack-single-stim,59.0,s548
285,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,15.0,1.0,2.0,"89,71",-80.0,1891.0,,403603,1.0,stim,poldrack-single-stim,60.0,s548
287,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,15.0,1.0,2.0,"89,71",17.0,977.0,,406840,,stim,poldrack-single-stim,61.0,s548
288,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,15.0,2.0,2.0,"89,71",34.0,662.0,,407506,,stim,poldrack-single-stim,61.0,s548
289,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-80.0,15.0,2.0,2.0,"89,71",34.0,578.0,,408088,2.0,stim,poldrack-single-stim,61.0,s548
291,draw_card,1.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,1.0,1.0,"89,71",-15.0,962.0,,411378,1.0,stim,poldrack-single-stim,62.0,s548
293,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-100.0,16.0,1.0,1.0,"89,71",10.0,838.0,,414951,,stim,poldrack-single-stim,63.0,s548
294,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-100.0,16.0,2.0,1.0,"89,71",20.0,200.0,,415155,,stim,poldrack-single-stim,63.0,s548
295,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-100.0,16.0,3.0,1.0,"89,71",30.0,385.0,,415544,,stim,poldrack-single-stim,63.0,s548
296,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-100.0,16.0,4.0,1.0,"89,71",40.0,388.0,,415937,,stim,poldrack-single-stim,63.0,s548
297,draw_card,1.0,test,columbia_card_task_fmri,10.0,89.0,-100.0,16.0,5.0,1.0,"89,71",-60.0,349.0,,416290,5.0,stim,poldrack-single-stim,63.0,s548
299,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,1.0,2.0,"89,71",15.0,1251.0,,419937,,stim,poldrack-single-stim,64.0,s548
300,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,2.0,2.0,"89,71",30.0,410.0,,420351,,stim,poldrack-single-stim,64.0,s548
301,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,16.0,2.0,2.0,"89,71",30.0,378.0,,420733,2.0,stim,poldrack-single-stim,64.0,s548
303,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,1.0,2.0,"89,71",16.0,2978.0,,426040,,stim,poldrack-single-stim,65.0,s548
304,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,2.0,2.0,"89,71",32.0,705.0,,426749,,stim,poldrack-single-stim,65.0,s548
305,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,3.0,2.0,"89,71",48.0,951.0,,427704,,stim,poldrack-single-stim,65.0,s548
306,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,4.0,2.0,"89,71",64.0,806.0,,428515,,stim,poldrack-single-stim,65.0,s548
307,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,16.0,4.0,2.0,"89,71",64.0,588.0,,429108,4.0,stim,poldrack-single-stim,65.0,s548
309,draw_card,0.0,test,columbia_card_task_fmri,4.0,89.0,-5.0,16.0,1.0,5.0,"89,71",4.0,4195.0,,435563,,stim,poldrack-single-stim,66.0,s548
310,end_round,0.0,test,columbia_card_task_fmri,4.0,71.0,-5.0,16.0,1.0,5.0,"89,71",4.0,425.0,,435993,1.0,stim,poldrack-single-stim,66.0,s548
312,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,6.0,1.0,1.0,"89,71",14.0,2648.0,,440902,,stim,poldrack-single-stim,67.0,s548
313,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-80.0,6.0,1.0,1.0,"89,71",14.0,504.0,,441410,1.0,stim,poldrack-single-stim,67.0,s548
315,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,6.0,1.0,1.0,"89,71",-75.0,6400.0,,450275,1.0,stim,poldrack-single-stim,68.0,s548
317,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,6.0,1.0,1.0,"89,71",16.0,2974.0,,455713,,stim,poldrack-single-stim,69.0,s548
318,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,6.0,1.0,1.0,"89,71",16.0,806.0,,456524,1.0,stim,poldrack-single-stim,69.0,s548
320,draw_card,1.0,test,columbia_card_task_fmri,23.0,89.0,-60.0,8.0,1.0,2.0,"89,71",-60.0,2619.0,,461678,1.0,stim,poldrack-single-stim,70.0,s548
322,end_round,0.0,test,columbia_card_task_fmri,27.0,71.0,-70.0,8.0,0.0,2.0,"89,71",0.0,1843.0,,465918,0.0,stim,poldrack-single-stim,71.0,s548
324,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,9.0,1.0,2.0,"89,71",16.0,1317.0,,469700,,stim,poldrack-single-stim,72.0,s548
325,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-65.0,9.0,1.0,2.0,"89,71",16.0,2897.0,,472602,1.0,stim,poldrack-single-stim,72.0,s548
327,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-85.0,10.0,1.0,1.0,"89,71",13.0,2162.0,,477297,,stim,poldrack-single-stim,73.0,s548
328,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-85.0,10.0,2.0,1.0,"89,71",26.0,961.0,,478263,,stim,poldrack-single-stim,73.0,s548
329,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-85.0,10.0,2.0,1.0,"89,71",26.0,2440.0,,480708,2.0,stim,poldrack-single-stim,73.0,s548
331,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,10.0,1.0,2.0,"89,71",14.0,1442.0,,484681,,stim,poldrack-single-stim,74.0,s548
332,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,10.0,2.0,2.0,"89,71",28.0,569.0,,485255,,stim,poldrack-single-stim,74.0,s548
333,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,10.0,2.0,2.0,"89,71",28.0,649.0,,485909,2.0,stim,poldrack-single-stim,74.0,s548
335,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,10.0,1.0,2.0,"89,71",17.0,1194.0,,489704,,stim,poldrack-single-stim,75.0,s548
336,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,10.0,2.0,2.0,"89,71",-53.0,1303.0,,491012,2.0,stim,poldrack-single-stim,75.0,s548
338,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,12.0,1.0,2.0,"89,71",13.0,3142.0,,496619,,stim,poldrack-single-stim,76.0,s548
339,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,12.0,2.0,2.0,"89,71",26.0,510.0,,497134,,stim,poldrack-single-stim,76.0,s548
340,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,12.0,3.0,2.0,"89,71",39.0,862.0,,498000,,stim,poldrack-single-stim,76.0,s548
341,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,12.0,4.0,2.0,"89,71",52.0,493.0,,498499,,stim,poldrack-single-stim,76.0,s548
342,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-75.0,12.0,4.0,2.0,"89,71",52.0,557.0,,499060,4.0,stim,poldrack-single-stim,76.0,s548
344,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,12.0,1.0,2.0,"89,71",-70.0,1865.0,,503254,1.0,stim,poldrack-single-stim,77.0,s548
346,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,12.0,1.0,2.0,"89,71",16.0,1247.0,,506762,,stim,poldrack-single-stim,78.0,s548
347,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,12.0,2.0,2.0,"89,71",32.0,1309.0,,508076,,stim,poldrack-single-stim,78.0,s548
348,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,12.0,2.0,2.0,"89,71",32.0,1525.0,,509606,2.0,stim,poldrack-single-stim,78.0,s548
350,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,15.0,1.0,3.0,"89,71",-65.0,1534.0,,513809,1.0,stim,poldrack-single-stim,79.0,s548
352,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,16.0,0.0,3.0,"89,71",0.0,1603.0,,517878,0.0,stim,poldrack-single-stim,80.0,s548
354,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-35.0,16.0,1.0,5.0,"89,71",14.0,1257.0,,521532,,stim,poldrack-single-stim,81.0,s548
355,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-35.0,16.0,2.0,5.0,"89,71",28.0,217.0,,521753,,stim,poldrack-single-stim,81.0,s548
356,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-35.0,16.0,3.0,5.0,"89,71",42.0,1059.0,,522818,,stim,poldrack-single-stim,81.0,s548
357,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-35.0,16.0,3.0,5.0,"89,71",42.0,1697.0,,524520,3.0,stim,poldrack-single-stim,81.0,s548
359,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,15.0,1.0,2.0,"89,71",-75.0,1863.0,,528985,1.0,stim,poldrack-single-stim,82.0,s548
361,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,1.0,2.0,"89,71",16.0,1601.0,,532915,,stim,poldrack-single-stim,83.0,s548
362,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,15.0,1.0,2.0,"89,71",16.0,668.0,,533587,1.0,stim,poldrack-single-stim,83.0,s548
364,draw_card,0.0,test,columbia_card_task_fmri,8.0,89.0,-90.0,16.0,1.0,1.0,"89,71",8.0,4499.0,,540687,,stim,poldrack-single-stim,84.0,s548
365,end_round,0.0,test,columbia_card_task_fmri,8.0,71.0,-90.0,16.0,1.0,1.0,"89,71",8.0,1300.0,,541992,1.0,stim,poldrack-single-stim,84.0,s548
367,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,1.0,1.0,"89,71",10.0,3404.0,,547793,,stim,poldrack-single-stim,85.0,s548
368,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,2.0,1.0,"89,71",20.0,996.0,,548795,,stim,poldrack-single-stim,85.0,s548
369,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,3.0,1.0,"89,71",30.0,1775.0,,550576,,stim,poldrack-single-stim,85.0,s548
370,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,4.0,1.0,"89,71",40.0,1654.0,,552235,,stim,poldrack-single-stim,85.0,s548
371,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,5.0,1.0,"89,71",50.0,1153.0,,553392,,stim,poldrack-single-stim,85.0,s548
372,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,6.0,1.0,"89,71",60.0,860.0,,554258,,stim,poldrack-single-stim,85.0,s548
373,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,7.0,1.0,"89,71",70.0,678.0,,554940,,stim,poldrack-single-stim,85.0,s548
374,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,8.0,1.0,"89,71",80.0,1705.0,,556651,,stim,poldrack-single-stim,85.0,s548
375,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,9.0,1.0,"89,71",90.0,1878.0,,558535,,stim,poldrack-single-stim,85.0,s548
376,end_round,0.0,test,columbia_card_task_fmri,10.0,71.0,-95.0,16.0,9.0,1.0,"89,71",90.0,2236.0,,560776,9.0,stim,poldrack-single-stim,85.0,s548
378,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,2.0,"89,71",15.0,5041.0,,568147,,stim,poldrack-single-stim,86.0,s548
379,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,2.0,2.0,"89,71",30.0,1193.0,,569346,,stim,poldrack-single-stim,86.0,s548
380,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,3.0,2.0,"89,71",45.0,647.0,,569999,,stim,poldrack-single-stim,86.0,s548
381,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,4.0,2.0,"89,71",60.0,1325.0,,571329,,stim,poldrack-single-stim,86.0,s548
382,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,5.0,2.0,"89,71",-10.0,586.0,,571919,5.0,stim,poldrack-single-stim,86.0,s548
384,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-85.0,16.0,1.0,2.0,"89,71",16.0,1936.0,,576185,,stim,poldrack-single-stim,87.0,s548
385,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-85.0,16.0,2.0,2.0,"89,71",-69.0,667.0,,576857,2.0,stim,poldrack-single-stim,87.0,s548
