,SS_delay,SS_duration,SS_stimulus,SS_trial_type,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,passed_check,possible_responses,rt,stop_response,stopped,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
131,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",576,89.0,False,,239796,stim,93.0,stop-signal,s518
132,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,0.0,71.0,test,motor_selective_stop_signal,89.0,True,"89,71",613,89.0,False,,242149,stim,94.0,stop-signal,s518
133,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",565,89.0,False,,244600,stim,95.0,stop-signal,s518
134,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",667,89.0,False,,246852,stim,96.0,stop-signal,s518
135,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",559,89.0,False,,249104,stim,97.0,stop-signal,s518
136,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",831,89.0,False,,251856,stim,98.0,stop-signal,s518
137,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",528,89.0,False,,254209,stim,99.0,stop-signal,s518
138,,,,,,0.0,,,motor_selective_stop_signal,-1.0,True,none,-1,,True,,261710,rest_block,,poldrack-single-stim,s518
140,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",579,89.0,False,,267464,stim,100.0,stop-signal,s518
141,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",493,89.0,False,,269916,stim,101.0,stop-signal,s518
142,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",601,89.0,False,,272168,stim,102.0,stop-signal,s518
143,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",538,89.0,False,,274520,stim,103.0,stop-signal,s518
144,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",788,89.0,False,,277172,stim,104.0,stop-signal,s518
145,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",842,89.0,False,,279624,stim,105.0,stop-signal,s518
146,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",552,89.0,False,,281876,stim,106.0,stop-signal,s518
147,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",541,89.0,False,,284229,stim,107.0,stop-signal,s518
148,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",602,89.0,False,,287181,stim,108.0,stop-signal,s518
149,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",655,89.0,False,,289434,stim,109.0,stop-signal,s518
150,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",563,89.0,False,,292386,stim,110.0,stop-signal,s518
151,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",506,89.0,False,,294837,stim,111.0,stop-signal,s518
152,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",646,89.0,False,,297089,stim,112.0,stop-signal,s518
153,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",385,89.0,False,,299441,stim,113.0,stop-signal,s518
154,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",572,89.0,False,,301892,stim,114.0,stop-signal,s518
155,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,304144,stim,115.0,stop-signal,s518
156,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",454,89.0,False,,306596,stim,116.0,stop-signal,s518
157,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",485,89.0,False,,309349,stim,117.0,stop-signal,s518
158,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",484,89.0,False,,311601,stim,118.0,stop-signal,s518
159,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",601,89.0,False,,313953,stim,119.0,stop-signal,s518
160,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",418,89.0,False,,316406,stim,120.0,stop-signal,s518
161,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",572,89.0,False,,318758,stim,121.0,stop-signal,s518
162,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",600,89.0,False,,321011,stim,122.0,stop-signal,s518
163,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",590,89.0,False,,323563,stim,123.0,stop-signal,s518
164,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",497,89.0,False,,326015,stim,124.0,stop-signal,s518
165,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",689,89.0,False,,328667,stim,125.0,stop-signal,s518
166,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",552,89.0,False,,330919,stim,126.0,stop-signal,s518
167,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",466,89.0,False,,333571,stim,127.0,stop-signal,s518
168,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",597,89.0,False,,335923,stim,128.0,stop-signal,s518
169,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",504,89.0,False,,338175,stim,129.0,stop-signal,s518
170,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",514,89.0,False,,340426,stim,130.0,stop-signal,s518
171,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",602,89.0,False,,342678,stim,131.0,stop-signal,s518
172,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",587,89.0,False,,345031,stim,132.0,stop-signal,s518
173,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",504,89.0,False,,347583,stim,133.0,stop-signal,s518
174,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",550,89.0,False,,349936,stim,134.0,stop-signal,s518
175,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",502,89.0,False,,352388,stim,135.0,stop-signal,s518
176,100.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",388,89.0,False,,354839,stim,136.0,stop-signal,s518
177,100.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,357191,stim,137.0,stop-signal,s518
178,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",568,89.0,False,,359443,stim,138.0,stop-signal,s518
179,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",696,89.0,False,,361995,stim,139.0,stop-signal,s518
180,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",535,89.0,False,,364546,stim,140.0,stop-signal,s518
181,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",599,89.0,False,,366798,stim,141.0,stop-signal,s518
182,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",586,89.0,False,,369050,stim,142.0,stop-signal,s518
183,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,371502,stim,143.0,stop-signal,s518
184,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",419,89.0,False,,373853,stim,144.0,stop-signal,s518
185,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",537,89.0,False,,376107,stim,145.0,stop-signal,s518
186,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",634,89.0,False,,379259,stim,146.0,stop-signal,s518
187,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",431,89.0,False,,381911,stim,147.0,stop-signal,s518
188,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",644,89.0,False,,384163,stim,148.0,stop-signal,s518
189,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,386615,stim,149.0,stop-signal,s518
190,,,,,,0.0,,,motor_selective_stop_signal,-1.0,True,none,-1,,True,,394116,rest_block,,poldrack-single-stim,s518
192,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",525,89.0,False,,399970,stim,150.0,stop-signal,s518
193,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",570,89.0,False,,402422,stim,151.0,stop-signal,s518
194,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",593,89.0,False,,404673,stim,152.0,stop-signal,s518
195,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",482,89.0,False,,406925,stim,153.0,stop-signal,s518
196,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",562,89.0,False,,409477,stim,154.0,stop-signal,s518
197,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",500,89.0,False,,411729,stim,155.0,stop-signal,s518
198,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",586,89.0,False,,414081,stim,156.0,stop-signal,s518
199,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,416432,stim,157.0,stop-signal,s518
200,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",537,89.0,False,,418684,stim,158.0,stop-signal,s518
201,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",520,89.0,False,,421036,stim,159.0,stop-signal,s518
202,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",391,89.0,False,,423288,stim,160.0,stop-signal,s518
203,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",533,89.0,False,,425740,stim,161.0,stop-signal,s518
204,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",511,89.0,False,,427992,stim,162.0,stop-signal,s518
205,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",462,89.0,False,,430343,stim,163.0,stop-signal,s518
206,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",470,89.0,False,,432795,stim,164.0,stop-signal,s518
207,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",481,89.0,False,,435047,stim,165.0,stop-signal,s518
208,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",539,89.0,False,,437299,stim,166.0,stop-signal,s518
209,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",403,89.0,False,,440151,stim,167.0,stop-signal,s518
210,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",561,89.0,False,,442403,stim,168.0,stop-signal,s518
211,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",557,89.0,False,,445855,stim,169.0,stop-signal,s518
212,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",494,89.0,False,,448207,stim,170.0,stop-signal,s518
213,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",563,89.0,False,,450559,stim,171.0,stop-signal,s518
214,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",540,89.0,False,,452911,stim,172.0,stop-signal,s518
215,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",572,89.0,False,,455363,stim,173.0,stop-signal,s518
216,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",698,89.0,False,,457915,stim,174.0,stop-signal,s518
217,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",619,89.0,False,,460267,stim,175.0,stop-signal,s518
218,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",489,89.0,False,,462520,stim,176.0,stop-signal,s518
219,100.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",582,89.0,False,,464771,stim,177.0,stop-signal,s518
220,100.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",398,89.0,False,,467823,stim,178.0,stop-signal,s518
221,100.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,0.0,89.0,test,motor_selective_stop_signal,71.0,True,"89,71",390,89.0,False,,470275,stim,179.0,stop-signal,s518
222,100.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",473,89.0,False,,472627,stim,180.0,stop-signal,s518
223,100.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,474879,stim,181.0,stop-signal,s518
224,150.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,478131,stim,182.0,stop-signal,s518
225,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",508,89.0,False,,481082,stim,183.0,stop-signal,s518
226,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,483634,stim,184.0,stop-signal,s518
227,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",497,89.0,False,,485986,stim,185.0,stop-signal,s518
228,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,stop,0.0,89.0,test,motor_selective_stop_signal,-1.0,True,"89,71",-1,89.0,True,,488539,stim,186.0,stop-signal,s518
229,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,0.0,89.0,test,motor_selective_stop_signal,71.0,True,"89,71",456,89.0,False,,490890,stim,187.0,stop-signal,s518
230,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",563,89.0,False,,493142,stim,188.0,stop-signal,s518
231,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",524,89.0,False,,495594,stim,189.0,stop-signal,s518
232,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",415,89.0,False,,497946,stim,190.0,stop-signal,s518
233,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,ignore,1.0,71.0,test,motor_selective_stop_signal,71.0,True,"89,71",393,89.0,False,,500598,stim,191.0,stop-signal,s518
234,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,go,1.0,89.0,test,motor_selective_stop_signal,89.0,True,"89,71",584,89.0,False,,502851,stim,192.0,stop-signal,s518
