,action,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
231,end_round,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,12.0,3.0,1.0,"89,71",21.0,499.0,,247103,3.0,stim,poldrack-single-stim,54.0,s172
233,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,12.0,1.0,2.0,"89,71",14.0,824.0,,250526,,stim,poldrack-single-stim,55.0,s172
234,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,12.0,2.0,2.0,"89,71",-61.0,367.0,,250897,2.0,stim,poldrack-single-stim,55.0,s172
236,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,12.0,1.0,2.0,"89,71",15.0,486.0,,253710,,stim,poldrack-single-stim,56.0,s172
237,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,12.0,2.0,2.0,"89,71",30.0,662.0,,254375,,stim,poldrack-single-stim,56.0,s172
238,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,12.0,2.0,2.0,"89,71",30.0,479.0,,254858,2.0,stim,poldrack-single-stim,56.0,s172
240,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,1.0,3.0,"89,71",16.0,557.0,,257675,,stim,poldrack-single-stim,57.0,s172
241,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,2.0,3.0,"89,71",32.0,304.0,,257983,,stim,poldrack-single-stim,57.0,s172
242,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,3.0,3.0,"89,71",48.0,904.0,,258890,,stim,poldrack-single-stim,57.0,s172
243,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,15.0,3.0,3.0,"89,71",48.0,489.0,,259383,3.0,stim,poldrack-single-stim,57.0,s172
245,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,16.0,1.0,3.0,"89,71",14.0,514.0,,262360,,stim,poldrack-single-stim,58.0,s172
246,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,16.0,2.0,3.0,"89,71",28.0,367.0,,262730,,stim,poldrack-single-stim,58.0,s172
247,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,16.0,3.0,3.0,"89,71",42.0,542.0,,263277,,stim,poldrack-single-stim,58.0,s172
248,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,16.0,4.0,3.0,"89,71",56.0,566.0,,263847,,stim,poldrack-single-stim,58.0,s172
249,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,16.0,4.0,3.0,"89,71",56.0,679.0,,264529,4.0,stim,poldrack-single-stim,58.0,s172
251,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,3.0,"89,71",16.0,636.0,,268446,,stim,poldrack-single-stim,59.0,s172
252,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,2.0,3.0,"89,71",32.0,365.0,,268814,,stim,poldrack-single-stim,59.0,s172
253,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,3.0,3.0,"89,71",48.0,588.0,,269405,,stim,poldrack-single-stim,59.0,s172
254,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,16.0,3.0,3.0,"89,71",48.0,402.0,,269811,3.0,stim,poldrack-single-stim,59.0,s172
256,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,15.0,1.0,2.0,"89,71",16.0,940.0,,273011,,stim,poldrack-single-stim,60.0,s172
257,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,15.0,2.0,2.0,"89,71",32.0,408.0,,273423,,stim,poldrack-single-stim,60.0,s172
258,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,15.0,3.0,2.0,"89,71",48.0,577.0,,274003,,stim,poldrack-single-stim,60.0,s172
259,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,15.0,4.0,2.0,"89,71",64.0,549.0,,274557,,stim,poldrack-single-stim,60.0,s172
260,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,15.0,4.0,2.0,"89,71",64.0,672.0,,275234,4.0,stim,poldrack-single-stim,60.0,s172
262,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,15.0,1.0,2.0,"89,71",17.0,516.0,,278010,,stim,poldrack-single-stim,61.0,s172
263,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,15.0,2.0,2.0,"89,71",34.0,532.0,,278547,,stim,poldrack-single-stim,61.0,s172
264,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,15.0,3.0,2.0,"89,71",-46.0,388.0,,278940,3.0,stim,poldrack-single-stim,61.0,s172
266,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,1.0,1.0,"89,71",1.0,495.0,,281763,,stim,poldrack-single-stim,62.0,s172
267,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,2.0,1.0,"89,71",2.0,376.0,,282144,,stim,poldrack-single-stim,62.0,s172
268,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,3.0,1.0,"89,71",3.0,358.0,,282507,,stim,poldrack-single-stim,62.0,s172
269,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,4.0,1.0,"89,71",4.0,424.0,,282936,,stim,poldrack-single-stim,62.0,s172
270,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,5.0,1.0,"89,71",5.0,680.0,,283620,,stim,poldrack-single-stim,62.0,s172
271,end_round,0.0,test,columbia_card_task_fmri,1.0,71.0,-15.0,16.0,5.0,1.0,"89,71",5.0,686.0,,284310,5.0,stim,poldrack-single-stim,62.0,s172
273,draw_card,1.0,test,columbia_card_task_fmri,10.0,89.0,-100.0,16.0,1.0,1.0,"89,71",-100.0,773.0,,287819,1.0,stim,poldrack-single-stim,63.0,s172
275,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,1.0,2.0,"89,71",15.0,994.0,,291209,,stim,poldrack-single-stim,64.0,s172
276,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,2.0,2.0,"89,71",30.0,520.0,,291734,,stim,poldrack-single-stim,64.0,s172
277,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,3.0,2.0,"89,71",45.0,687.0,,292426,,stim,poldrack-single-stim,64.0,s172
278,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,16.0,3.0,2.0,"89,71",45.0,383.0,,292813,3.0,stim,poldrack-single-stim,64.0,s172
280,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,1.0,2.0,"89,71",16.0,417.0,,295558,,stim,poldrack-single-stim,65.0,s172
281,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,2.0,2.0,"89,71",32.0,390.0,,295952,,stim,poldrack-single-stim,65.0,s172
282,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,3.0,2.0,"89,71",48.0,343.0,,296299,,stim,poldrack-single-stim,65.0,s172
283,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,4.0,2.0,"89,71",64.0,574.0,,296877,,stim,poldrack-single-stim,65.0,s172
284,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,16.0,4.0,2.0,"89,71",64.0,852.0,,297733,4.0,stim,poldrack-single-stim,65.0,s172
286,draw_card,1.0,test,columbia_card_task_fmri,4.0,89.0,-5.0,16.0,1.0,5.0,"89,71",-5.0,1455.0,,301448,1.0,stim,poldrack-single-stim,66.0,s172
288,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,6.0,1.0,1.0,"89,71",-80.0,1149.0,,304857,1.0,stim,poldrack-single-stim,67.0,s172
290,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,6.0,1.0,1.0,"89,71",15.0,788.0,,308108,,stim,poldrack-single-stim,68.0,s172
291,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,6.0,2.0,1.0,"89,71",30.0,748.0,,308859,,stim,poldrack-single-stim,68.0,s172
292,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,6.0,2.0,1.0,"89,71",30.0,806.0,,309670,2.0,stim,poldrack-single-stim,68.0,s172
294,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,753.0,,312887,1.0,stim,poldrack-single-stim,69.0,s172
296,draw_card,0.0,test,columbia_card_task_fmri,23.0,89.0,-60.0,8.0,1.0,2.0,"89,71",23.0,689.0,,316106,,stim,poldrack-single-stim,70.0,s172
297,draw_card,0.0,test,columbia_card_task_fmri,23.0,89.0,-60.0,8.0,2.0,2.0,"89,71",46.0,397.0,,316506,,stim,poldrack-single-stim,70.0,s172
298,end_round,0.0,test,columbia_card_task_fmri,23.0,71.0,-60.0,8.0,2.0,2.0,"89,71",46.0,391.0,,316901,2.0,stim,poldrack-single-stim,70.0,s172
300,draw_card,1.0,test,columbia_card_task_fmri,27.0,89.0,-70.0,8.0,1.0,2.0,"89,71",-70.0,774.0,,320070,1.0,stim,poldrack-single-stim,71.0,s172
302,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,9.0,1.0,2.0,"89,71",16.0,764.0,,323298,,stim,poldrack-single-stim,72.0,s172
303,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,9.0,2.0,2.0,"89,71",32.0,506.0,,323808,,stim,poldrack-single-stim,72.0,s172
304,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-65.0,9.0,2.0,2.0,"89,71",32.0,530.0,,324342,2.0,stim,poldrack-single-stim,72.0,s172
306,draw_card,1.0,test,columbia_card_task_fmri,13.0,89.0,-85.0,10.0,1.0,1.0,"89,71",-85.0,1053.0,,327927,1.0,stim,poldrack-single-stim,73.0,s172
308,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,10.0,1.0,2.0,"89,71",14.0,624.0,,331083,,stim,poldrack-single-stim,74.0,s172
309,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,10.0,2.0,2.0,"89,71",28.0,424.0,,331511,,stim,poldrack-single-stim,74.0,s172
310,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,10.0,2.0,2.0,"89,71",28.0,604.0,,332120,2.0,stim,poldrack-single-stim,74.0,s172
312,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,10.0,1.0,2.0,"89,71",17.0,1162.0,,335881,,stim,poldrack-single-stim,75.0,s172
313,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,10.0,2.0,2.0,"89,71",-53.0,511.0,,336395,2.0,stim,poldrack-single-stim,75.0,s172
315,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,12.0,1.0,2.0,"89,71",13.0,416.0,,339278,,stim,poldrack-single-stim,76.0,s172
316,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,12.0,2.0,2.0,"89,71",26.0,462.0,,339745,,stim,poldrack-single-stim,76.0,s172
317,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,12.0,3.0,2.0,"89,71",39.0,737.0,,340485,,stim,poldrack-single-stim,76.0,s172
318,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-75.0,12.0,3.0,2.0,"89,71",39.0,441.0,,340931,3.0,stim,poldrack-single-stim,76.0,s172
320,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,12.0,1.0,2.0,"89,71",14.0,607.0,,343866,,stim,poldrack-single-stim,77.0,s172
321,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,12.0,2.0,2.0,"89,71",28.0,414.0,,344283,,stim,poldrack-single-stim,77.0,s172
322,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,12.0,2.0,2.0,"89,71",28.0,598.0,,344886,2.0,stim,poldrack-single-stim,77.0,s172
324,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,12.0,1.0,2.0,"89,71",16.0,637.0,,347783,,stim,poldrack-single-stim,78.0,s172
325,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,12.0,2.0,2.0,"89,71",32.0,460.0,,348248,,stim,poldrack-single-stim,78.0,s172
326,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,12.0,2.0,2.0,"89,71",32.0,550.0,,348802,2.0,stim,poldrack-single-stim,78.0,s172
328,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,15.0,1.0,3.0,"89,71",16.0,691.0,,352161,,stim,poldrack-single-stim,79.0,s172
329,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,15.0,2.0,3.0,"89,71",32.0,500.0,,352665,,stim,poldrack-single-stim,79.0,s172
330,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,15.0,3.0,3.0,"89,71",-33.0,648.0,,353318,3.0,stim,poldrack-single-stim,79.0,s172
332,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,1.0,3.0,"89,71",15.0,612.0,,356395,,stim,poldrack-single-stim,80.0,s172
333,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,2.0,3.0,"89,71",30.0,534.0,,356933,,stim,poldrack-single-stim,80.0,s172
334,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,3.0,3.0,"89,71",45.0,468.0,,357405,,stim,poldrack-single-stim,80.0,s172
335,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,16.0,3.0,3.0,"89,71",45.0,1110.0,,358519,3.0,stim,poldrack-single-stim,80.0,s172
337,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-35.0,16.0,1.0,5.0,"89,71",14.0,1178.0,,362093,,stim,poldrack-single-stim,81.0,s172
338,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-35.0,16.0,1.0,5.0,"89,71",14.0,656.0,,362754,1.0,stim,poldrack-single-stim,81.0,s172
340,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,15.0,1.0,2.0,"89,71",16.0,663.0,,366017,,stim,poldrack-single-stim,82.0,s172
341,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,15.0,2.0,2.0,"89,71",32.0,361.0,,366383,,stim,poldrack-single-stim,82.0,s172
342,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,15.0,3.0,2.0,"89,71",48.0,603.0,,366991,,stim,poldrack-single-stim,82.0,s172
343,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,15.0,3.0,2.0,"89,71",48.0,409.0,,367405,3.0,stim,poldrack-single-stim,82.0,s172
345,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,1.0,2.0,"89,71",16.0,1005.0,,370738,,stim,poldrack-single-stim,83.0,s172
346,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,2.0,2.0,"89,71",32.0,475.0,,371218,,stim,poldrack-single-stim,83.0,s172
347,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,3.0,2.0,"89,71",48.0,373.0,,371595,,stim,poldrack-single-stim,83.0,s172
348,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,4.0,2.0,"89,71",-22.0,398.0,,371999,4.0,stim,poldrack-single-stim,83.0,s172
350,draw_card,0.0,test,columbia_card_task_fmri,8.0,89.0,-90.0,16.0,1.0,1.0,"89,71",8.0,1415.0,,376014,,stim,poldrack-single-stim,84.0,s172
351,draw_card,0.0,test,columbia_card_task_fmri,8.0,89.0,-90.0,16.0,2.0,1.0,"89,71",16.0,490.0,,376509,,stim,poldrack-single-stim,84.0,s172
352,draw_card,0.0,test,columbia_card_task_fmri,8.0,89.0,-90.0,16.0,3.0,1.0,"89,71",24.0,416.0,,376930,,stim,poldrack-single-stim,84.0,s172
353,draw_card,0.0,test,columbia_card_task_fmri,8.0,89.0,-90.0,16.0,4.0,1.0,"89,71",32.0,945.0,,377880,,stim,poldrack-single-stim,84.0,s172
354,end_round,0.0,test,columbia_card_task_fmri,8.0,71.0,-90.0,16.0,4.0,1.0,"89,71",32.0,561.0,,378446,4.0,stim,poldrack-single-stim,84.0,s172
356,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,1.0,1.0,"89,71",10.0,675.0,,381518,,stim,poldrack-single-stim,85.0,s172
357,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,2.0,1.0,"89,71",20.0,313.0,,381835,,stim,poldrack-single-stim,85.0,s172
358,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,3.0,1.0,"89,71",30.0,362.0,,382202,,stim,poldrack-single-stim,85.0,s172
359,draw_card,0.0,test,columbia_card_task_fmri,10.0,89.0,-95.0,16.0,4.0,1.0,"89,71",40.0,368.0,,382576,,stim,poldrack-single-stim,85.0,s172
360,end_round,0.0,test,columbia_card_task_fmri,10.0,71.0,-95.0,16.0,4.0,1.0,"89,71",40.0,900.0,,383482,4.0,stim,poldrack-single-stim,85.0,s172
362,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,2.0,"89,71",15.0,1074.0,,386883,,stim,poldrack-single-stim,86.0,s172
363,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,2.0,2.0,"89,71",30.0,402.0,,387289,,stim,poldrack-single-stim,86.0,s172
364,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,3.0,2.0,"89,71",45.0,464.0,,387758,,stim,poldrack-single-stim,86.0,s172
365,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,16.0,3.0,2.0,"89,71",45.0,448.0,,388210,3.0,stim,poldrack-single-stim,86.0,s172
367,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-85.0,16.0,1.0,2.0,"89,71",16.0,913.0,,391452,,stim,poldrack-single-stim,87.0,s172
368,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-85.0,16.0,2.0,2.0,"89,71",32.0,335.0,,391791,,stim,poldrack-single-stim,87.0,s172
369,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-85.0,16.0,3.0,2.0,"89,71",48.0,383.0,,392179,,stim,poldrack-single-stim,87.0,s172
370,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-85.0,16.0,4.0,2.0,"89,71",-37.0,423.0,,392607,4.0,stim,poldrack-single-stim,87.0,s172
